metric,estimator,estimate,config,null_model_avg,seed,model,percent_change
mae,standard,128.2997243253968,Preprocessor1_Model1,137.45735725308643,2530,taxaHFE_ML_full_data,-6.6621628050280375
mae,standard,109.28928981481482,Preprocessor1_Model1,132.6074363425926,2784,taxaHFE_ML_full_data,-17.58434305866159
mae,standard,138.89173333333338,Preprocessor1_Model1,137.19702160493827,2789,taxaHFE_ML_full_data,1.2352394451208015
mae,standard,110.78905694444435,Preprocessor1_Model1,135.57259645061728,2799,taxaHFE_ML_full_data,-18.280640892793116
mae,standard,141.10728333333333,Preprocessor1_Model1,137.50569444444446,2940,taxaHFE_ML_full_data,2.6192289006212732
mae,standard,139.55523949074075,Preprocessor1_Model1,135.12900655864198,2980,taxaHFE_ML_full_data,3.2755609212430024
mae,standard,120.11572637566135,Preprocessor1_Model1,130.2437249228395,3064,taxaHFE_ML_full_data,-7.776189258390988
mae,standard,121.35406805555556,Preprocessor1_Model1,134.2553125,3098,taxaHFE_ML_full_data,-9.609485244350717
mae,standard,117.25374583333328,Preprocessor1_Model1,130.6287827932099,3274,taxaHFE_ML_full_data,-10.23896623231174
mae,standard,132.37475000000003,Preprocessor1_Model1,137.8516087962963,3351,taxaHFE_ML_full_data,-3.9730104306504144
mae,standard,124.87260198292448,Preprocessor1_Model1,139.44398919753087,3435,taxaHFE_ML_full_data,-10.449634508064118
mae,standard,133.46472256613757,Preprocessor1_Model1,140.65845679012347,3635,taxaHFE_ML_full_data,-5.114327562060255
mae,standard,106.54480999618072,Preprocessor1_Model1,132.3733661265432,3761,taxaHFE_ML_full_data,-19.51189796418073
mae,standard,121.66265555555552,Preprocessor1_Model1,135.2506288580247,3768,taxaHFE_ML_full_data,-10.046513955016614
mae,standard,139.46776978005352,Preprocessor1_Model1,129.09641782407408,3855,taxaHFE_ML_full_data,8.033803052624572
mae,standard,122.95285333333328,Preprocessor1_Model1,135.00189814814814,4004,taxaHFE_ML_full_data,-8.92509289135513
mae,standard,117.01855555555552,Preprocessor1_Model1,139.9579764660494,4113,taxaHFE_ML_full_data,-16.390220471684547
mae,standard,130.94994115740738,Preprocessor1_Model1,131.49797067901235,4126,taxaHFE_ML_full_data,-0.4167589193773329
mae,standard,133.79026201158402,Preprocessor1_Model1,136.24467785493826,4210,taxaHFE_ML_full_data,-1.8014764921441508
mae,standard,119.89028055555556,Preprocessor1_Model1,131.65697145061728,4449,taxaHFE_ML_full_data,-8.93738536244185
mae,standard,114.08669942159696,Preprocessor1_Model1,134.53443287037038,4452,taxaHFE_ML_full_data,-15.198884785485124
mae,standard,139.0526592592593,Preprocessor1_Model1,138.09444058641975,4605,taxaHFE_ML_full_data,0.6938864944674443
mae,standard,122.14014629629632,Preprocessor1_Model1,143.93304976851852,4657,taxaHFE_ML_full_data,-15.14100028261112
mae,standard,107.67607777777782,Preprocessor1_Model1,135.26949074074074,4661,taxaHFE_ML_full_data,-20.398844419285062
mae,standard,133.8959346745924,Preprocessor1_Model1,136.82138695987655,4761,taxaHFE_ML_full_data,-2.138154239104475
mae,standard,121.79297712962963,Preprocessor1_Model1,136.35136766975307,4957,taxaHFE_ML_full_data,-10.677113687179347
mae,standard,147.6657267592593,Preprocessor1_Model1,135.77192129629628,5041,taxaHFE_ML_full_data,8.760136373858217
mae,standard,144.27404513888894,Preprocessor1_Model1,134.8933352623457,5055,taxaHFE_ML_full_data,6.954168534938579
mae,standard,108.20195277777782,Preprocessor1_Model1,133.6842226080247,5114,taxaHFE_ML_full_data,-19.061538701514092
mae,standard,139.73388055555554,Preprocessor1_Model1,135.34901041666666,5274,taxaHFE_ML_full_data,3.239676540958987
mae,standard,122.888529561395,Preprocessor1_Model1,134.9797415123457,5367,taxaHFE_ML_full_data,-8.957797529820274
mae,standard,101.87229652777783,Preprocessor1_Model1,133.88344714506172,5508,taxaHFE_ML_full_data,-23.90971497962705
mae,standard,123.00705972222222,Preprocessor1_Model1,132.982706404321,5881,taxaHFE_ML_full_data,-7.5014616199558954
mae,standard,113.5100333333334,Preprocessor1_Model1,135.65000771604937,5898,taxaHFE_ML_full_data,-16.321395594064896
mae,standard,139.11352060185183,Preprocessor1_Model1,138.03434799382717,6124,taxaHFE_ML_full_data,0.7818145437778453
mae,standard,117.4777375,Preprocessor1_Model1,135.52325810185184,6135,taxaHFE_ML_full_data,-13.315441832345714
mae,standard,156.5422668801727,Preprocessor1_Model1,133.65042824074075,6142,taxaHFE_ML_full_data,17.128144623822315
mae,standard,119.31085416666669,Preprocessor1_Model1,140.06266203703703,6204,taxaHFE_ML_full_data,-14.816088433963154
mae,standard,108.41395518518524,Preprocessor1_Model1,135.12962577160494,6245,taxaHFE_ML_full_data,-19.770402259216134
mae,standard,122.63851805555562,Preprocessor1_Model1,140.1259162808642,6326,taxaHFE_ML_full_data,-12.479774398232916
mae,standard,102.2819646673459,Preprocessor1_Model1,137.28318287037035,6426,taxaHFE_ML_full_data,-25.495634258476034
mae,standard,139.37900001415255,Preprocessor1_Model1,141.57145447530863,6430,taxaHFE_ML_full_data,-1.548655743689106
mae,standard,118.13901618718302,Preprocessor1_Model1,138.9222839506173,6468,taxaHFE_ML_full_data,-14.96035565526846
mae,standard,112.46312500000003,Preprocessor1_Model1,143.74841820987655,6566,taxaHFE_ML_full_data,-21.763921717871806
mae,standard,118.4405055555556,Preprocessor1_Model1,131.3010513117284,6666,taxaHFE_ML_full_data,-9.794701282048331
mae,standard,111.69132459855344,Preprocessor1_Model1,135.49974922839505,6684,taxaHFE_ML_full_data,-17.57082560330847
mae,standard,134.37135884950698,Preprocessor1_Model1,134.94420331790124,6765,taxaHFE_ML_full_data,-0.42450468735197155
mae,standard,111.76010462962962,Preprocessor1_Model1,133.2934162808642,7108,taxaHFE_ML_full_data,-16.15482013444795
mae,standard,116.66358611111116,Preprocessor1_Model1,141.18098958333334,7147,taxaHFE_ML_full_data,-17.36593825031278
mae,standard,108.99363096964444,Preprocessor1_Model1,134.19402584876542,7191,taxaHFE_ML_full_data,-18.779073598642483
mae,standard,111.9583065740741,Preprocessor1_Model1,135.88548032407408,7214,taxaHFE_ML_full_data,-17.608337324146717
mae,standard,117.81752037037036,Preprocessor1_Model1,137.8582735339506,7233,taxaHFE_ML_full_data,-14.537214669705534
mae,standard,134.41745489417997,Preprocessor1_Model1,135.0685976080247,7580,taxaHFE_ML_full_data,-0.48208297515191556
mae,standard,119.81699053882076,Preprocessor1_Model1,136.39385802469135,7620,taxaHFE_ML_full_data,-12.153675924959675
mae,standard,99.92863440003792,Preprocessor1_Model1,137.5604089506173,7649,taxaHFE_ML_full_data,-27.356544544796158
mae,standard,117.72771064814816,Preprocessor1_Model1,144.01580825617285,7671,taxaHFE_ML_full_data,-18.25361946465201
mae,standard,118.0892004805996,Preprocessor1_Model1,135.1712287808642,7749,taxaHFE_ML_full_data,-12.637325601262011
mae,standard,133.82535713624344,Preprocessor1_Model1,139.2666936728395,7837,taxaHFE_ML_full_data,-3.9071341417630365
mae,standard,140.75334782407407,Preprocessor1_Model1,134.4228086419753,8019,taxaHFE_ML_full_data,4.709423382872218
mae,standard,104.6975685185185,Preprocessor1_Model1,133.49032407407407,8209,taxaHFE_ML_full_data,-21.56917046630167
mae,standard,118.84482384259265,Preprocessor1_Model1,126.10858603395062,8279,taxaHFE_ML_full_data,-5.759926758200618
mae,standard,117.89574305555551,Preprocessor1_Model1,132.6685474537037,8280,taxaHFE_ML_full_data,-11.135121836849335
mae,standard,131.2120818308695,Preprocessor1_Model1,135.20135223765433,8510,taxaHFE_ML_full_data,-2.9506142806712297
mae,standard,115.13337500000002,Preprocessor1_Model1,134.21245177469137,8650,taxaHFE_ML_full_data,-14.21557875026401
mae,standard,129.456775,Preprocessor1_Model1,129.42992283950616,9063,taxaHFE_ML_full_data,0.020746485746675647
mae,standard,136.9249870904512,Preprocessor1_Model1,137.4960223765432,9219,taxaHFE_ML_full_data,-0.4153104040553184
mae,standard,107.14193981481478,Preprocessor1_Model1,137.64811535493828,9241,taxaHFE_ML_full_data,-22.16243605040326
mae,standard,115.97110694444451,Preprocessor1_Model1,134.80820794753086,9350,taxaHFE_ML_full_data,-13.973259707167085
mae,standard,119.36424102513227,Preprocessor1_Model1,131.79434799382716,9352,taxaHFE_ML_full_data,-9.431441604215891
mae,standard,117.97468457655,Preprocessor1_Model1,135.6416222993827,9368,taxaHFE_ML_full_data,-13.024717209470518
mae,standard,106.33102333333332,Preprocessor1_Model1,139.1985011574074,9508,taxaHFE_ML_full_data,-23.61194808190293
mae,standard,120.27350019841278,Preprocessor1_Model1,138.77519097222222,9515,taxaHFE_ML_full_data,-13.332131373188174
mae,standard,119.34110440977231,Preprocessor1_Model1,134.1116261574074,9570,taxaHFE_ML_full_data,-11.013602750815092
mae,standard,109.18359861111114,Preprocessor1_Model1,132.5908738425926,9618,taxaHFE_ML_full_data,-17.65376043849729
mae,standard,130.34425972222223,Preprocessor1_Model1,131.4770177469136,9674,taxaHFE_ML_full_data,-0.8615635219775488
mae,standard,113.8211055555556,Preprocessor1_Model1,134.12100308641976,9728,taxaHFE_ML_full_data,-15.135509773800369
mae,standard,117.71062171296296,Preprocessor1_Model1,140.65519675925924,9908,taxaHFE_ML_full_data,-16.312639401135993
mae,standard,96.27854489062226,Preprocessor1_Model1,92.6377237654321,1147,taxaHFE_ML_low_intake,3.930171184267305
mae,standard,89.85445232714481,Preprocessor1_Model1,97.20297839506172,1303,taxaHFE_ML_low_intake,-7.559980351682557
mae,standard,99.1592838264419,Preprocessor1_Model1,95.09881172839506,1389,taxaHFE_ML_low_intake,4.269740099007394
mae,standard,81.76579337355064,Preprocessor1_Model1,94.71550154320988,1475,taxaHFE_ML_low_intake,-13.672216225082753
mae,standard,95.98020730373882,Preprocessor1_Model1,97.33908179012346,1512,taxaHFE_ML_low_intake,-1.3960214760547642
mae,standard,103.01609980805158,Preprocessor1_Model1,94.4791049382716,1535,taxaHFE_ML_low_intake,9.035854938885866
mae,standard,88.1356917345401,Preprocessor1_Model1,95.86582561728396,1551,taxaHFE_ML_low_intake,-8.063492733692335
mae,standard,84.3284735819556,Preprocessor1_Model1,99.68122685185185,1583,taxaHFE_ML_low_intake,-15.401850232756262
mae,standard,94.48627708726092,Preprocessor1_Model1,95.18971450617283,1659,taxaHFE_ML_low_intake,-0.7389846923706251
mae,standard,84.95121000230773,Preprocessor1_Model1,96.13786265432098,1707,taxaHFE_ML_low_intake,-11.63605300050891
mae,standard,81.6164633618185,Preprocessor1_Model1,93.5148148148148,1728,taxaHFE_ML_low_intake,-12.723493573246467
mae,standard,82.95879313453361,Preprocessor1_Model1,94.72452932098766,1794,taxaHFE_ML_low_intake,-12.42100253312863
mae,standard,89.6843447167713,Preprocessor1_Model1,95.8151311728395,1912,taxaHFE_ML_low_intake,-6.398557702758824
mae,standard,96.82539461691626,Preprocessor1_Model1,91.70612654320988,1944,taxaHFE_ML_low_intake,5.582253080217378
mae,standard,99.46374876897156,Preprocessor1_Model1,96.44530092592592,1976,taxaHFE_ML_low_intake,3.129699232691421
mae,standard,81.27530239046698,Preprocessor1_Model1,91.64836419753088,2002,taxaHFE_ML_low_intake,-11.31832728045938
mae,standard,85.94356132661049,Preprocessor1_Model1,94.39572530864196,2033,taxaHFE_ML_low_intake,-8.953969000604381
mae,standard,94.17780479048088,Preprocessor1_Model1,95.6516049382716,2127,taxaHFE_ML_low_intake,-1.540800228853282
mae,standard,88.6034217682485,Preprocessor1_Model1,93.5263425925926,2138,taxaHFE_ML_low_intake,-5.263672980123575
mae,standard,81.74126891801875,Preprocessor1_Model1,94.59516203703704,2307,taxaHFE_ML_low_intake,-13.588319785303169
mae,standard,83.79609156068156,Preprocessor1_Model1,93.1667361111111,2482,taxaHFE_ML_low_intake,-10.05792940868302
mae,standard,87.39655885532225,Preprocessor1_Model1,92.15368827160492,2515,taxaHFE_ML_low_intake,-5.162169312488025
mae,standard,91.52221329911208,Preprocessor1_Model1,95.36216049382716,2521,taxaHFE_ML_low_intake,-4.026699033274987
mae,standard,92.90151498483736,Preprocessor1_Model1,92.10091049382716,2530,taxaHFE_ML_low_intake,0.8692688125638708
mae,standard,96.1297875391778,Preprocessor1_Model1,95.41933641975308,2784,taxaHFE_ML_low_intake,0.7445567597529898
mae,standard,99.53603365268698,Preprocessor1_Model1,95.33753858024691,2789,taxaHFE_ML_low_intake,4.4038215533602605
mae,standard,85.79125337979413,Preprocessor1_Model1,97.05685185185186,2799,taxaHFE_ML_low_intake,-11.607216035868964
mae,standard,98.46608887724584,Preprocessor1_Model1,93.98281635802468,2940,taxaHFE_ML_low_intake,4.770310885494503
mae,standard,84.5032083145466,Preprocessor1_Model1,94.08119598765433,2980,taxaHFE_ML_low_intake,-10.18055475651541
mae,standard,111.02427232902798,Preprocessor1_Model1,97.08260030864196,3064,taxaHFE_ML_low_intake,14.36062896550267
mae,standard,94.37773461700844,Preprocessor1_Model1,92.74604166666668,3098,taxaHFE_ML_low_intake,1.7593127652888236
mae,standard,75.10783506803467,Preprocessor1_Model1,93.20394290123456,3274,taxaHFE_ML_low_intake,-19.415603320962276
mae,standard,101.96016452670904,Preprocessor1_Model1,94.38961419753086,3351,taxaHFE_ML_low_intake,8.020533184228453
mae,standard,73.26180654764323,Preprocessor1_Model1,93.27100308641975,3435,taxaHFE_ML_low_intake,-21.45275152689964
mae,standard,80.8263749990166,Preprocessor1_Model1,97.0800462962963,3635,taxaHFE_ML_low_intake,-16.74254588597142
mae,standard,103.1026444505768,Preprocessor1_Model1,94.81753086419754,3761,taxaHFE_ML_low_intake,8.737955429619472
mae,standard,92.40487268518518,Preprocessor1_Model1,96.86758487654322,3768,taxaHFE_ML_low_intake,-4.607023285494027
mae,standard,98.68951446836708,Preprocessor1_Model1,98.32064814814817,3855,taxaHFE_ML_low_intake,0.3751666889574515
mae,standard,81.96160028879203,Preprocessor1_Model1,94.39479938271606,4004,taxaHFE_ML_low_intake,-13.171487386200836
mae,standard,92.08566029024948,Preprocessor1_Model1,94.39291666666666,4113,taxaHFE_ML_low_intake,-2.4443109270210277
mae,standard,91.39934686993436,Preprocessor1_Model1,93.09689043209876,4126,taxaHFE_ML_low_intake,-1.8234159640407328
mae,standard,91.7551113962429,Preprocessor1_Model1,94.31899691358024,4210,taxaHFE_ML_low_intake,-2.718312960523212
mae,standard,76.76665108735018,Preprocessor1_Model1,93.69269290123457,4449,taxaHFE_ML_low_intake,-18.065487595416688
mae,standard,85.16842263626152,Preprocessor1_Model1,92.31734567901236,4452,taxaHFE_ML_low_intake,-7.743856791125321
mae,standard,101.3531519632217,Preprocessor1_Model1,94.5046836419753,4605,taxaHFE_ML_low_intake,7.246697261261003
mae,standard,98.44419213468674,Preprocessor1_Model1,95.9461574074074,4657,taxaHFE_ML_low_intake,2.603579752206407
mae,standard,96.22098199907536,Preprocessor1_Model1,95.80380401234568,4661,taxaHFE_ML_low_intake,0.43545033626840546
mae,standard,86.00839080891394,Preprocessor1_Model1,93.28077160493828,4761,taxaHFE_ML_low_intake,-7.796227101148181
mae,standard,92.45069522165244,Preprocessor1_Model1,96.82515432098764,4957,taxaHFE_ML_low_intake,-4.517895303149543
mae,standard,88.96702478253455,Preprocessor1_Model1,98.37494598765431,5041,taxaHFE_ML_low_intake,-9.563330490977268
mae,standard,99.64628650800208,Preprocessor1_Model1,93.56302469135802,5055,taxaHFE_ML_low_intake,6.501779775409437
mae,standard,93.23164196538184,Preprocessor1_Model1,91.24014660493827,5114,taxaHFE_ML_low_intake,2.182696361796264
mae,standard,91.05671800246712,Preprocessor1_Model1,94.63100308641977,5274,taxaHFE_ML_low_intake,-3.77707618790483
mae,standard,70.21780585570562,Preprocessor1_Model1,95.20685185185184,5367,taxaHFE_ML_low_intake,-26.247108805814552
mae,standard,85.45787214499586,Preprocessor1_Model1,92.0489351851852,5508,taxaHFE_ML_low_intake,-7.160390315139829
mae,standard,76.3152405427388,Preprocessor1_Model1,95.79895061728396,5881,taxaHFE_ML_low_intake,-20.338124738320385
mae,standard,83.59548821518298,Preprocessor1_Model1,95.10969135802468,5898,taxaHFE_ML_low_intake,-12.106235419793746
mae,standard,101.15068677048784,Preprocessor1_Model1,94.21622685185186,6124,taxaHFE_ML_low_intake,7.360154561846244
mae,standard,86.96448699828566,Preprocessor1_Model1,92.75787037037036,6135,taxaHFE_ML_low_intake,-6.245705457609634
mae,standard,94.91684852138904,Preprocessor1_Model1,94.49912037037038,6142,taxaHFE_ML_low_intake,0.4420444861089317
mae,standard,100.07816963871724,Preprocessor1_Model1,94.44456018518518,6204,taxaHFE_ML_low_intake,5.964990934878388
mae,standard,85.24806902528661,Preprocessor1_Model1,95.73752314814816,6245,taxaHFE_ML_low_intake,-10.956471170274309
mae,standard,95.31202170627805,Preprocessor1_Model1,97.92682098765432,6326,taxaHFE_ML_low_intake,-2.670156403531089
mae,standard,88.74337662885952,Preprocessor1_Model1,96.00148919753086,6426,taxaHFE_ML_low_intake,-7.56041664493056
mae,standard,89.43936828884173,Preprocessor1_Model1,95.6585725308642,6430,taxaHFE_ML_low_intake,-6.501460431072026
mae,standard,88.38025861491802,Preprocessor1_Model1,94.91547067901234,6468,taxaHFE_ML_low_intake,-6.885297009372978
mae,standard,70.4712712622009,Preprocessor1_Model1,91.4284799382716,6566,taxaHFE_ML_low_intake,-22.921969926898118
mae,standard,88.41809049647395,Preprocessor1_Model1,95.50221450617283,6666,taxaHFE_ML_low_intake,-7.417758893162627
mae,standard,91.02994818301244,Preprocessor1_Model1,94.6989274691358,6684,taxaHFE_ML_low_intake,-3.8743620272987265
mae,standard,92.75592005096352,Preprocessor1_Model1,96.7289737654321,6765,taxaHFE_ML_low_intake,-4.10740811135166
mae,standard,98.44021613164472,Preprocessor1_Model1,96.38131944444444,7108,taxaHFE_ML_low_intake,2.136198901475977
mae,standard,76.39794618476677,Preprocessor1_Model1,96.0169212962963,7147,taxaHFE_ML_low_intake,-20.432830845500465
mae,standard,92.48535405603128,Preprocessor1_Model1,94.46376543209875,7191,taxaHFE_ML_low_intake,-2.0943600617842897
mae,standard,80.83212961990877,Preprocessor1_Model1,93.88121913580248,7214,taxaHFE_ML_low_intake,-13.899573989359624
mae,standard,82.30219254603593,Preprocessor1_Model1,91.96503858024693,7233,taxaHFE_ML_low_intake,-10.50708637041389
mae,standard,80.8098065619551,Preprocessor1_Model1,92.18390432098764,7580,taxaHFE_ML_low_intake,-12.338485598773865
mae,standard,95.46022780572376,Preprocessor1_Model1,97.47168209876544,7620,taxaHFE_ML_low_intake,-2.063629404695743
mae,standard,89.08231346656429,Preprocessor1_Model1,91.04274691358025,7649,taxaHFE_ML_low_intake,-2.153310959385754
mae,standard,89.80052033036408,Preprocessor1_Model1,95.55631944444444,7671,taxaHFE_ML_low_intake,-6.023462548101519
mae,standard,98.1192665442023,Preprocessor1_Model1,92.58587191358023,7749,taxaHFE_ML_low_intake,5.976499995363166
mae,standard,95.33732280360996,Preprocessor1_Model1,93.8791898148148,7837,taxaHFE_ML_low_intake,1.5532015046907313
mae,standard,87.04220063609701,Preprocessor1_Model1,94.92824845679012,8019,taxaHFE_ML_low_intake,-8.307377360157146
mae,standard,86.01322344465557,Preprocessor1_Model1,92.60165895061728,8209,taxaHFE_ML_low_intake,-7.114813687598405
mae,standard,100.0100567941142,Preprocessor1_Model1,94.69364197530864,8279,taxaHFE_ML_low_intake,5.6143313404207476
mae,standard,95.63843124997987,Preprocessor1_Model1,95.5644675925926,8280,taxaHFE_ML_low_intake,0.07739660906456028
mae,standard,91.01439821565896,Preprocessor1_Model1,92.05993055555555,8510,taxaHFE_ML_low_intake,-1.1357083734335935
mae,standard,87.1971681001126,Preprocessor1_Model1,94.44496913580248,8650,taxaHFE_ML_low_intake,-7.674099639196512
mae,standard,88.22624720755397,Preprocessor1_Model1,94.16784722222222,9063,taxaHFE_ML_low_intake,-6.309584629928891
mae,standard,78.65750145817928,Preprocessor1_Model1,93.70358024691356,9219,taxaHFE_ML_low_intake,-16.057101285870953
mae,standard,84.77010401979628,Preprocessor1_Model1,93.53273919753089,9241,taxaHFE_ML_low_intake,-9.368521923889007
mae,standard,87.35365607033035,Preprocessor1_Model1,91.83702932098764,9350,taxaHFE_ML_low_intake,-4.881879655522245
mae,standard,114.25979166666666,Preprocessor1_Model1,93.43908950617283,9352,taxaHFE_ML_low_intake,22.282646663758804
mae,standard,80.3502856454529,Preprocessor1_Model1,94.02726851851853,9368,taxaHFE_ML_low_intake,-14.545762190647881
mae,standard,94.3392340223598,Preprocessor1_Model1,94.88769290123456,9508,taxaHFE_ML_low_intake,-0.5780084456744322
mae,standard,88.31111660570393,Preprocessor1_Model1,95.91033179012346,9515,taxaHFE_ML_low_intake,-7.92324981321989
mae,standard,87.76962944720933,Preprocessor1_Model1,94.06060956790124,9570,taxaHFE_ML_low_intake,-6.688219595420046
mae,standard,73.7215669024343,Preprocessor1_Model1,95.48543981481482,9618,taxaHFE_ML_low_intake,-22.792870781754303
mae,standard,89.17305002771934,Preprocessor1_Model1,93.50766203703704,9674,taxaHFE_ML_low_intake,-4.635568802480398
mae,standard,89.93520619114807,Preprocessor1_Model1,97.6380864197531,9728,taxaHFE_ML_low_intake,-7.889216709440407
mae,standard,83.65828805441558,Preprocessor1_Model1,94.37515432098766,9908,taxaHFE_ML_low_intake,-11.355601316552027
mae,standard,128.94703960742817,Preprocessor1_Model1,168.1751731301939,1147,taxaHFE_ML_high_intake,-23.32575777543397
mae,standard,146.35689735572143,Preprocessor1_Model1,164.63010387811633,1303,taxaHFE_ML_high_intake,-11.09955353968764
mae,standard,159.61039748833645,Preprocessor1_Model1,169.55615650969528,1389,taxaHFE_ML_high_intake,-5.865761070604438
mae,standard,156.4828056589311,Preprocessor1_Model1,171.5783102493075,1475,taxaHFE_ML_high_intake,-8.798026142373264
mae,standard,124.81211198729008,Preprocessor1_Model1,167.67475761772852,1512,taxaHFE_ML_high_intake,-25.56296859432973
mae,standard,154.14133022833695,Preprocessor1_Model1,164.13002770083102,1535,taxaHFE_ML_high_intake,-6.085844017952049
mae,standard,131.24966862054444,Preprocessor1_Model1,155.452527700831,1551,taxaHFE_ML_high_intake,-15.569292721225523
mae,standard,178.8178914531897,Preprocessor1_Model1,169.16878116343491,1583,taxaHFE_ML_high_intake,5.703836265411599
mae,standard,156.75057104247992,Preprocessor1_Model1,166.80747922437672,1659,taxaHFE_ML_high_intake,-6.029051112491794
mae,standard,200.10814307836696,Preprocessor1_Model1,160.10813019390582,1707,taxaHFE_ML_high_intake,24.98312411494495
mae,standard,135.62226387582,Preprocessor1_Model1,173.0278462603878,1728,taxaHFE_ML_high_intake,-21.618244226583343
mae,standard,136.59180207963445,Preprocessor1_Model1,168.14783933518007,1794,taxaHFE_ML_high_intake,-18.76684076364663
mae,standard,160.84097858448973,Preprocessor1_Model1,172.08099030470913,1912,taxaHFE_ML_high_intake,-6.531814874098739
mae,standard,171.6392378137553,Preprocessor1_Model1,160.5591274238227,1944,taxaHFE_ML_high_intake,6.900953292231586
mae,standard,196.4703760601498,Preprocessor1_Model1,167.82639889196676,1976,taxaHFE_ML_high_intake,17.067623066036074
mae,standard,148.83077603892067,Preprocessor1_Model1,162.42843490304708,2002,taxaHFE_ML_high_intake,-8.371476873641486
mae,standard,170.83979650212487,Preprocessor1_Model1,166.76558864265928,2033,taxaHFE_ML_high_intake,2.4430746730344284
mae,standard,139.10323986727252,Preprocessor1_Model1,164.70333102493075,2127,taxaHFE_ML_high_intake,-15.543153255220565
mae,standard,165.70750761246254,Preprocessor1_Model1,162.59154432132965,2138,taxaHFE_ML_high_intake,1.9164362477391859
mae,standard,178.4637115181036,Preprocessor1_Model1,164.04293628808864,2307,taxaHFE_ML_high_intake,8.790854124123639
mae,standard,131.0079315670667,Preprocessor1_Model1,171.40838642659278,2482,taxaHFE_ML_high_intake,-23.569707236482245
mae,standard,158.92559248311613,Preprocessor1_Model1,165.64048476454295,2515,taxaHFE_ML_high_intake,-4.053895574485909
mae,standard,128.80500703410178,Preprocessor1_Model1,172.03038781163434,2521,taxaHFE_ML_high_intake,-25.126596136528185
mae,standard,154.9206586182929,Preprocessor1_Model1,167.85391966759002,2530,taxaHFE_ML_high_intake,-7.705069428768509
mae,standard,173.17189763405867,Preprocessor1_Model1,167.63891274238227,2784,taxaHFE_ML_high_intake,3.3005373282151753
mae,standard,171.88797068564267,Preprocessor1_Model1,173.10284626038782,2789,taxaHFE_ML_high_intake,-0.7018229919326044
mae,standard,132.93612310848852,Preprocessor1_Model1,166.46272853185596,2799,taxaHFE_ML_high_intake,-20.140607882052983
mae,standard,158.72754935715943,Preprocessor1_Model1,172.42687673130197,2940,taxaHFE_ML_high_intake,-7.9450069698186425
mae,standard,142.72877286283477,Preprocessor1_Model1,163.04906509695292,2980,taxaHFE_ML_high_intake,-12.462685524774523
mae,standard,171.86653208793172,Preprocessor1_Model1,165.57799861495846,3064,taxaHFE_ML_high_intake,3.797928182232023
mae,standard,169.9866502111848,Preprocessor1_Model1,172.39477146814403,3098,taxaHFE_ML_high_intake,-1.3968644387827067
mae,standard,144.89476256684122,Preprocessor1_Model1,176.7777354570637,3274,taxaHFE_ML_high_intake,-18.035626945773554
mae,standard,157.80619612821295,Preprocessor1_Model1,177.1033864265928,3351,taxaHFE_ML_high_intake,-10.89600300013366
mae,standard,159.80730608257974,Preprocessor1_Model1,161.36888504155124,3435,taxaHFE_ML_high_intake,-0.9677075965229608
mae,standard,125.68221361192984,Preprocessor1_Model1,169.2229570637119,3635,taxaHFE_ML_high_intake,-25.72980889075772
mae,standard,126.59393378853812,Preprocessor1_Model1,172.048324099723,3761,taxaHFE_ML_high_intake,-26.419548431543287
mae,standard,133.71884887492016,Preprocessor1_Model1,166.4700138504155,3768,taxaHFE_ML_high_intake,-19.673912567175297
mae,standard,161.9271185672514,Preprocessor1_Model1,161.71829639889197,3855,taxaHFE_ML_high_intake,0.12912711363490684
mae,standard,145.91073571168445,Preprocessor1_Model1,173.16948753462603,4004,taxaHFE_ML_high_intake,-15.741082456856647
mae,standard,111.84269618009644,Preprocessor1_Model1,155.09580332409973,4113,taxaHFE_ML_high_intake,-27.887993238358867
mae,standard,137.3256356101879,Preprocessor1_Model1,155.98139889196676,4126,taxaHFE_ML_high_intake,-11.960248731132296
mae,standard,178.91578402261646,Preprocessor1_Model1,164.78851800554017,4210,taxaHFE_ML_high_intake,8.572967454323084
mae,standard,183.61708035902103,Preprocessor1_Model1,162.14143351800553,4449,taxaHFE_ML_high_intake,13.245008616894133
mae,standard,154.68974396634133,Preprocessor1_Model1,170.38755540166204,4452,taxaHFE_ML_high_intake,-9.213003495657636
mae,standard,158.9065298288781,Preprocessor1_Model1,161.23694598337948,4605,taxaHFE_ML_high_intake,-1.4453363280284501
mae,standard,167.4831066108035,Preprocessor1_Model1,170.22420360110803,4657,taxaHFE_ML_high_intake,-1.6102862767552313
mae,standard,152.19160714799756,Preprocessor1_Model1,167.41486842105263,4661,taxaHFE_ML_high_intake,-9.093135763048348
mae,standard,186.69680490161304,Preprocessor1_Model1,157.46997229916897,4761,taxaHFE_ML_high_intake,18.56025766418345
mae,standard,156.92555670907814,Preprocessor1_Model1,169.2151939058172,4957,taxaHFE_ML_high_intake,-7.262726775929643
mae,standard,156.4014557837754,Preprocessor1_Model1,166.35834487534626,5041,taxaHFE_ML_high_intake,-5.985205670945846
mae,standard,176.78749279890374,Preprocessor1_Model1,167.55478531855957,5055,taxaHFE_ML_high_intake,5.510261890038358
mae,standard,176.51676712603157,Preprocessor1_Model1,161.86835180055402,5114,taxaHFE_ML_high_intake,9.049585766788173
mae,standard,148.9680200379825,Preprocessor1_Model1,164.92093490304708,5274,taxaHFE_ML_high_intake,-9.673068415748972
